"","date","target","insult","tweet"
"4199","2018-06-24","trump-russia","disgrace","Major Wall Street Journal opinion piece today talking about the Russian Witch Hunt and the disgrace that it is. So many people hurt, so bad for our country - a total sham!
 https://t.co/bcpSGtoX6a"
"4200","2018-06-24","trump-russia","a total sham!","Major Wall Street Journal opinion piece today talking about the Russian Witch Hunt and the disgrace that it is. So many people hurt, so bad for our country - a total sham!
 https://t.co/bcpSGtoX6a"
"4201","2018-06-25","harley-davidson","first to wave the White Flag","Surprised that Harley-Davidson, of all companies, would be the first to wave the White Flag. I fought hard for them and ultimately they will not pay tariffs selling into the E.U., which has hurt us badly on trade, down $151 Billion. Taxes just a Harley excuse - be patient! #MAGA"
"4202","2018-06-25","maxine-waters","an extraordinarily low IQ person","Congresswoman Maxine Waters, an extraordinarily low IQ person, has become, together with Nancy Pelosi, the Face of the Democrat Party. She has just called for harm to supporters, of which there are many, of the Make America Great Again movement. Be careful what you wish for Max!"
"4203","2018-06-25","the-red-hen","should focus more on cleaning its filthy canopies, doors and windows","The Red Hen Restaurant should focus more on cleaning its filthy canopies, doors and windows (badly needs a paint job) rather than refusing to serve a fine person like Sarah Huckabee Sanders. I always had a rule, if a restaurant is dirty on the outside, it is dirty on the inside!"
"4204","2018-06-25","the-red-hen","badly needs a paint job","The Red Hen Restaurant should focus more on cleaning its filthy canopies, doors and windows (badly needs a paint job) rather than refusing to serve a fine person like Sarah Huckabee Sanders. I always had a rule, if a restaurant is dirty on the outside, it is dirty on the inside!"
"4205","2018-06-25","the-red-hen","if a restaurant is dirty on the outside, it is dirty on the inside!","The Red Hen Restaurant should focus more on cleaning its filthy canopies, doors and windows (badly needs a paint job) rather than refusing to serve a fine person like Sarah Huckabee Sanders. I always had a rule, if a restaurant is dirty on the outside, it is dirty on the inside!"
"4206","2018-06-25","jimmy-fallon","whimpering to all",".@jimmyfallon is now whimpering to all that he did the famous ‘hair show’ with me (where he seriously messed up my hair), & that he would have now done it differently because it is said to have ‘humanized’ me-he is taking heat. He called & said ‘monster ratings.’ Be a man Jimmy!"
"4207","2018-06-25","jimmy-fallon","Be a man Jimmy!",".@jimmyfallon is now whimpering to all that he did the famous ‘hair show’ with me (where he seriously messed up my hair), & that he would have now done it differently because it is said to have ‘humanized’ me-he is taking heat. He called & said ‘monster ratings.’ Be a man Jimmy!"
"4208","2018-06-25","peter-strzok","hating fraud","The hearing of Peter Strzok and the other hating frauds at the FBI & DOJ should be shown to the public on live television, not a closed door hearing that nobody will see. We should expose these people for what they are - there should be total transparency!"
"4209","2018-06-25","mueller-team","13 Angry Democrats","Why is Senator Mark Warner (D-VA), perhaps in a near drunken state, claiming he has information that only he and Bob Mueller, the leader of the 13 Angry Democrats on a Witch Hunt, knows? Isn’t this highly illegal. Is it being investigated?"
"4210","2018-06-25","us-immigration-policies","will always be disfunctional","Hiring manythousands of judges, and going through a long and complicated legal process, is not the way to go - will always be disfunctional. People must simply be stopped at the Border and told they cannot come into the U.S. illegally. Children brought back to their country......"
"4211","2018-06-25","mark-warner","in a near drunken state","Why is Senator Mark Warner (D-VA), perhaps in a near drunken state, claiming he has information that only he and Bob Mueller, the leader of the 13 Angry Democrats on a Witch Hunt, knows? Isn’t this highly illegal. Is it being investigated?"
"4212","2018-06-25","trump-russia","totally discredited and very expensive Witch Hunt","I have tried to stay uninvolved with the Department of Justice and FBI (although I do not legally have to), because of the now totally discredited and very expensive Witch Hunt currently going on. But you do have to ask why the DOJ & FBI aren’t giving over requested documents?"
"4213","2018-06-25","trump-russia","Witch Hunt","Why is Senator Mark Warner (D-VA), perhaps in a near drunken state, claiming he has information that only he and Bob Mueller, the leader of the 13 Angry Democrats on a Witch Hunt, knows? Isn’t this highly illegal. Is it being investigated?"
"4214","2018-06-25","democrats","all they do is RESIST","House Republicans could easily pass a Bill on Strong Border Security but remember, it still has to pass in the Senate, and for that we need 10 Democrat votes, and all they do is RESIST. They want Open Borders and don’t care about Crime! Need more Republicans to WIN in November!"
"4215","2018-06-25","democrats","They want Open Borders and don’t care about Crime!","House Republicans could easily pass a Bill on Strong Border Security but remember, it still has to pass in the Senate, and for that we need 10 Democrat votes, and all they do is RESIST. They want Open Borders and don’t care about Crime! Need more Republicans to WIN in November!"
"4216","2018-06-25","the-media","Fake News is working overtime!","Such a difference in the media coverage of the same immigration policies between the Obama Administration and ours. Actually, we have done a far better job in that our facilities are cleaner and better run than were the facilities under Obama. Fake News is working overtime!"
"4217","2018-06-26","harley-davidson","should never be built in another country-never!","A Harley-Davidson should never be built in another country-never! Their employees and customers are already very angry at them. If they move, watch, it will be the beginning of the end - they surrendered, they quit! The Aura will be gone and they will be taxed like never before!"
"4218","2018-06-26","harley-davidson","they surrendered, they quit!","A Harley-Davidson should never be built in another country-never! Their employees and customers are already very angry at them. If they move, watch, it will be the beginning of the end - they surrendered, they quit! The Aura will be gone and they will be taxed like never before!"
"4219","2018-06-26","harley-davidson","they will be taxed like never before!","A Harley-Davidson should never be built in another country-never! Their employees and customers are already very angry at them. If they move, watch, it will be the beginning of the end - they surrendered, they quit! The Aura will be gone and they will be taxed like never before!"
"4220","2018-06-26","hillary-clinton","Crooked Hillary","The face of the Democrats is now Maxine Waters who, together with Nancy Pelosi, have established a fine leadership team. They should always stay together and lead the Democrats, who want Open Borders and Unlimited Crime, well into the future....and pick Crooked Hillary for Pres."
