和风天气海外热门城市列表 v1.2
城市ID	大洲	国家中文	国家英文	城市中文	城市英文	纬度	经度
FR3399013	欧洲	法国	France	克瑟伊莱班	Luxeuil	47.8	6.3
FR2996944	欧洲	法国	France	里昂	Lyon	45.74846	4.84671
FR2996882	欧洲	法国	France	马孔	Macon	46.3	4.83333
FR2995750	欧洲	法国	France	马里尼亚讷	Marignane	43.41604	5.21453
FR2994651	欧洲	法国	France	梅伦	Melun	48.53333	2.66667
FR2994617	欧洲	法国	France	门德	Mende	44.51667	3.5
FR2993875	欧洲	法国	France	米约	Millau	44.1	3.08333
FR3399014	欧洲	法国	France	蒙德马桑	Mont Marsan	43.9	-0.5
FR2993002	欧洲	法国	France	蒙托邦	Montauban	44.01667	1.35
FR2992703	欧洲	法国	France	蒙特利马尔	Montelimar	44.55838	4.75094
FR2992166	欧洲	法国	France	蒙彼利埃	Montpellier	43.61092	3.87723
FR2991214	欧洲	法国	France	米卢斯	Mulhouse	47.75	7.33333
FR2990999	欧洲	法国	France	南锡	Nancy	48.68333	6.2
FR2990440	欧洲	法国	France	尼斯	Nice	43.70313	7.26608
FR3399015	欧洲	法国	France	尼姆	Nimes Courbessac	43.8	4.4
FR3399016	欧洲	法国	France	尼姆	Nimesgarons	43.8	4.4
FR2990355	欧洲	法国	France	尼奥尔	Niort	46.32313	-0.45877
FR2989317	欧洲	法国	France	奥尔良	Orleans	47.90289	1.90389
FR2988507	欧洲	法国	France	巴黎	Paris	48.85341	2.3488
FR3399017	欧洲	法国	France	巴黎蒙苏里	Paris Montsouris	48.8	2.3
FR2987914	欧洲	法国	France	佩皮尼昂	Perpignan	42.69764	2.89541
FR2986495	欧洲	法国	France	普瓦捷	Poitiers	46.58333	0.33333
FR2984701	欧洲	法国	France	坎佩尔	Quimper	48	-4.1
FR2984114	欧洲	法国	France	兰斯	Reims	49.25	4.03333
FR2983990	欧洲	法国	France	雷恩	Rennes	48.11198	-1.67429
FR3399018	欧洲	法国	France	罗莫朗坦	Romorantin	47.3	1.7
FR2982652	欧洲	法国	France	鲁昂	Rouen	49.44313	1.09932
FR3399019	欧洲	法国	France	普罗旺斯地区萨隆	Salondeprovence	43.6	5.1
FR2974733	欧洲	法国	France	塞蒂	Sete	43.40176	3.6966
FR3399020	欧洲	法国	France	索兰扎拉	Solenzara	41.9	9.4
FR3399021	欧洲	法国	France	圣日龙	St Girons	43	1.1
FR2973783	欧洲	法国	France	斯特拉斯堡	Strasbourg	48.58342	7.74296
FR2973385	欧洲	法国	France	塔布	Tarbes	43.23333	0.08333
FR2972315	欧洲	法国	France	图卢兹	Toulouse	43.60426	1.44367
FR2972191	欧洲	法国	France	图尔	Tours	47.38333	0.68333
FR2972049	欧洲	法国	France	特拉佩	Trappes	48.77413	2.01781
FR2971549	欧洲	法国	France	特耶斯	Troyes	48.3	4.08333
DE2825297	欧洲	德国	Germany	斯图加特	Stuttgart	48.78232	9.17702
DE2861650	欧洲	德国	Germany	纽伦堡	Nurnberg	49.44778	11.06833
DE2867714	欧洲	德国	Germany	慕尼黑	Munchen	48.13743	11.57549
DE2879139	欧洲	德国	Germany	莱比锡	Leipzig	51.33962	12.37129
DE2886242	欧洲	德国	Germany	科隆	Koln	50.93333	6.95
DE2910831	欧洲	德国	Germany	汉诺威	Hannover	52.37052	9.73322
DE2911298	欧洲	德国	Germany	汉堡	Hamburg	53.55	10
DE2925533	欧洲	德国	Germany	法兰克福	Frankfurt	50.11667	8.68333
DE2934246	欧洲	德国	Germany	杜塞尔多夫	Dusseldorf	51.22172	6.77616
DE2934691	欧洲	德国	Germany	杜伊斯堡	Duisburg	51.43333	6.75
DE2935022	欧洲	德国	Germany	德累斯顿	Dresden	51.05089	13.73832
DE2935517	欧洲	德国	Germany	多特蒙德	Dortmund	51.51667	7.45
DE2944388	欧洲	德国	Germany	不莱梅	Bremen	53.07516	8.80777
DE2946447	欧洲	德国	Germany	波恩	Bonn	50.73333	7.1
DE2950159	欧洲	德国	Germanyy	柏林	Berlin	52.52437	13.41053
DE3247449	欧洲	德国	Germanyy	亚琛	Aachen	50.77664	6.08342
DE3399001	欧洲	德国	Germanyy	亚历山大广场	Alexanderplatz	52.5	13.4
DE3399003	欧洲	德国	Germanyy	叙尔特岛	Sylt	55	8.4
DE3399002	欧洲	德国	Germanyy	伊达尔	Idar	49.7	7.3
DE2895569	欧洲	德国	Germanyy	伊策霍	Itzehoe	53.92099	9.51529
DE2894897	欧洲	德国	Germanyy	耶弗尔	Jever	53.58333	7.9
DE2864276	欧洲	德国	Germanyy	新鲁平	Neuruppin	52.92815	12.80311
GI2411585	欧洲	直布罗陀	Gibraltar	直布罗陀	Gibraltar	36.14474	-5.35257
GR261745	欧洲	希腊	Greece	伊拉克利翁	Heraklion	35.32787	25.14341
GR734077	欧洲	希腊	Greece	萨罗尼加	Thessaloniki	40.64028	22.94389
GR264559	欧洲	希腊	Greece	阿尔塔	Arta	39.16056	20.98528
GR264371	欧洲	希腊	Greece	雅典	Athens	37.97945	23.71622
GR736229	欧洲	希腊	Greece	弗劳利纳	Florina	40.78197	21.40981
GR3399001	欧洲	希腊	Greece	基西拉	Kythira	36.3	23
GR258620	欧洲	希腊	Greece	拉米亚	Lamia	38.9	22.43333
GR3399002	欧洲	希腊	Greece	迈索尼	Methoni	36.8	21.7
GR3399003	欧洲	希腊	Greece	米洛斯岛	Milos	36.7	24.5
GR256632	欧洲	希腊	Greece	纳克索斯岛	Naxos	37.10556	25.37639
GR255274	欧洲	希腊	Greece	比雷埃夫斯	Piraeus	37.94745	23.63708
GR3399004	欧洲	希腊	Greece	雷斯蒙	Rethymnon	35.3	24.5
GR3399005	欧洲	希腊	Greece	萨摩斯	Samos	37.7	26.9
GR3399006	欧洲	希腊	Greece	西提亚	Sitia	35.2	26.1
GR3399007	欧洲	希腊	Greece	塔托伊	Tatoi	38.1	23.8
GR252664	欧洲	希腊	Greece	特里卡拉	Trikala	39.55528	21.7675
GL3419842	欧洲	格陵兰	Greenland	西西缪特	Sisimiut	66.93946	-53.6735
GL2366001	欧洲	格陵兰	Greenland	戈特霍布	Godthaab	64.2	-51.700012
GL3424901	欧洲	格陵兰	Greenland	亚西亚特	Aasiaat	68.70981	-52.86988
GL3420846	欧洲	格陵兰	Greenland	卡科尔托克	Qaqortoq	60.71667	-46.03333
GL2366006	欧洲	格陵兰	Greenland	瑞士训练营	Swiss Camp	69.6	-49.299988
GL2366002	欧洲	格陵兰	Greenland	达讷堡	Daneborg	74.3	-20.200012
GL2366007	欧洲	格陵兰	Greenland	塔西拉克	Tasiilaq	65.6	-37.600006
GL2366003	欧洲	格陵兰	Greenland	洪堡特	Humboldt	78.5	-56.799988
GL2366004	欧洲	格陵兰	Greenland	伊托考托米特	Ittoqqortoormiit	70.5	-22
GL2366005	欧洲	格陵兰	Greenland	尼姆	Neem	77.5	-50.899994
NL2745912	欧洲	荷兰	Holland	乌特勒支	Utrecht	52.09083	5.12222
NL2747373	欧洲	荷兰	Holland	海牙	The Hague	52.07667	4.29861
NL2759794	欧洲	荷兰	Holland	阿姆斯特丹	Amsterdam	52.37403	4.88969
NL2747891	欧洲	荷兰	Holland	鹿特丹	Rotterdam	51.9225	4.47917
NL3399001	欧洲	荷兰	Holland	迪莱	Deelen	52	5.9
NL3399002	欧洲	荷兰	Holland	艾恩德霍芬	Eindhovenap	51.5	5.4
NL3399004	欧洲	荷兰	Holland	弗利兰岛	Vlieland	53.2	4.9
NL2745338	欧洲	荷兰	Holland	沃尔凯尔	Volkel	51.6425	5.65417
NL3399003	欧洲	荷兰	Holland	蒂纳洛德伦特	Groningenapeelde	53.1	6.6
NL2751792	欧洲	荷兰	Holland	吕伐登	Leeuwarden	53.20139	5.80859
HU2399002	欧洲	匈牙利	Hungary	阿加德	Agard	47.2	18.6
HU3055685	欧洲	匈牙利	Hungary	包姚	Baja	46.17496	18.95639
HU722437	欧洲	匈牙利	Hungary	贝凯什乔包	Bekescsaba	46.68333	21.1
HU2399001	欧洲	匈牙利	Hungary	布达佩斯	Budapest Pestszentlorinc	47.4	19.2
HU721472	欧洲	匈牙利	Hungary	德布勒森	Debrecen	47.53333	21.63333
HU721239	欧洲	匈牙利	Hungary	埃格尔	Eger	47.90265	20.37329
HU3052009	欧洲	匈牙利	Hungary	杰尔	Gyor	47.68333	17.63512
HU3050434	欧洲	匈牙利	Hungary	凯奇凯米特	Kecskemet	46.90618	19.69128
HU717582	欧洲	匈牙利	Hungary	米什科尔茨	Miskolc	48.1	20.78333
HU3047896	欧洲	匈牙利	Hungary	莫雄马扎尔古堡	Mosonmagyarovar	47.86788	17.26994
HU3047679	欧洲	匈牙利	Hungary	瑙吉考尼饶	Nagykanizsa	46.45347	16.99104
HU3046768	欧洲	匈牙利	Hungary	波克什	Paks	46.62648	18.85962
HU2399003	欧洲	匈牙利	Hungary	帕里奇	Palic	46.1	19.8
HU3046686	欧洲	匈牙利	Hungary	帕帕	Papa	47.33004	17.4674
HU716339	欧洲	匈牙利	Hungary	波罗兹洛	Poroszlo	47.65	20.66667
HU3045332	欧洲	匈牙利	Hungary	希欧福克	Siofok	46.90412	18.058
HU3045190	欧洲	匈牙利	Hungary	索普朗	Sopron	47.68501	16.59049
HU3044809	欧洲	匈牙利	Hungary	塞切尼	Szecseny	48.08057	19.52019
HU715429	欧洲	匈牙利	Hungary	塞格德	Szeged	46.253	20.14824
HU715126	欧洲	匈牙利	Hungary	索尔诺克	Szolnok	47.18333	20.2
HU3044310	欧洲	匈牙利	Hungary	松博特海伊	Szombathely	47.23088	16.62155
HU3044088	欧洲	匈牙利	Hungary	塔萨	Taszar	46.37467	17.90594
HU3044083	欧洲	匈牙利	Hungary	塔塔	Tata	47.65289	18.31838
HU2399004	欧洲	匈牙利	Hungary	托科	Tokol	47.3	19
HU713929	欧洲	匈牙利	Hungary	扎霍尼	Zahony	48.40906	22.17614
IS2399014	欧洲	冰岛	Iceland	帕特雷克斯尧德	Patreksfjordur	65.6	-24
IS2633274	欧洲	冰岛	Iceland	阿库雷里	Akureyri	65.68353	-18.0878
IS2399001	欧洲	冰岛	Iceland	布伦迪欧斯	Blonduos	65.7	-20.299988
IS2399002	欧洲	冰岛	Iceland	博隆加维克	Bolungavik	66.2	-23.600006
IS2399015	欧洲	冰岛	Iceland	勒伊法赫本	Raufarhofn	66.4	-16
IS3413829	欧洲	冰岛	Iceland	雷克雅维克	Reykjavik	64.13548	-21.89541
IS2399016	欧洲	冰岛	Iceland	斯特勒伊姆维克	Straumsvik	64.1	-22.299988
IS2399017	欧洲	冰岛	Iceland	斯蒂基斯霍尔米	Stykkisholmur	65.1	-22.700012
IS2399003	欧洲	冰岛	Iceland	达拉角	Dalatangi	65.3	-13.600006
IS2399004	欧洲	冰岛	Iceland	达尔维克	Dalvik	66	-18.5
IS6354943	欧洲	冰岛	Iceland	埃基斯蒂尔	Egilsstadir	65.26533	-14.39484
IS2399005	欧洲	冰岛	Iceland	埃拉巴几	Eyrarbakki	63.9	-21.100006
IS3412093	欧洲	冰岛	Iceland	韦斯特曼纳群岛	Vestmannaeyjar	63.44273	-20.27339
IS2399006	欧洲	冰岛	Iceland	哲居尔	Gjogur	66	-21.399994
IS2399007	欧洲	冰岛	Iceland	格雷姆塞岛	Grimsey	66.5	-18
IS2399008	欧洲	冰岛	Iceland	格里姆斯塔迪尔	Grimsstadir	65.6	-16.100006
IS3416888	欧洲	冰岛	Iceland	格林达维克	Grindavik	63.8424	-22.43375
IS2399009	欧洲	冰岛	Iceland	格兰达坦基	Grundartangi	64.3	-21.799988
IS2399010	欧洲	冰岛	Iceland	赫本	Hofn	64.3	-15.200012
IS2399011	欧洲	冰岛	Iceland	惠拉维德利	Hveravellir	64.9	-19.600006
IS2399012	欧洲	冰岛	Iceland	凯夫拉维克	Keflavikurflugvollur	64	-22.600006
IS2399013	欧洲	冰岛	Iceland	寇尔卡	Kolka	65.4	-19.700012
IE2964574	欧洲	爱尔兰	Ireland	都柏林	Dublin	53.34399	-6.26719
IE2965140	欧洲	爱尔兰	Ireland	科克	Cork	51.89797	-8.47061
IE2188001	欧洲	爱尔兰	Ireland	贝尔马利特	Belmullet	54.2	-10
IE2965471	欧洲	爱尔兰	Ireland	克莱尔莫里斯	Claremorris	53.71667	-9
IE2188005	欧洲	爱尔兰	Ireland	谢尔金岛	Sherkin Island	51.5	-9.399994
IE2188002	欧洲	爱尔兰	Ireland	戈尔韦	Galway	53.3	-9
IE2188003	欧洲	爱尔兰	Ireland	马林角	Malinhead	55.4	-7.299988
IE2188004	欧洲	爱尔兰	Ireland	穆林加尔	Mullingar	53.5	-7.399994
VA6691831	欧洲	梵蒂冈	Vaticano	梵蒂冈城	Vatican City	41.90236	12.45332
SM3168070	欧洲	圣马力诺	San Marino	圣马力诺	San Marino	43.93333	12.45
MT2562305	欧洲	马耳他	Malta	瓦莱塔	Valletta	35.89972	14.51472
IT2523920	欧洲	意大利	Italy	巴勒莫	Palermo	38.11582	13.35976
IT2525473	欧洲	意大利	Italy	卡利亚里	Cagliari	39.20738	9.13462
IT3165926	欧洲	意大利	Italy	塔兰托	Taranto	40.47611	17.22972
IT3170647	欧洲	意大利	Italy	比萨	Pisa	43.71553	10.39659
IT3183343	欧洲	意大利	Italy	阿尔本加	Albenga	44.04997	8.21829
IT3183284	欧洲	意大利	Italy	阿尔盖罗	Alghero	40.55889	8.31806
IT2177001	欧洲	意大利	Italy	阿门多拉	Amendola	41.5	15.7
IT3183089	欧洲	意大利	Italy	安科纳	Ancona	43.59816	13.51008
IT3182884	欧洲	意大利	Italy	阿雷佐	Arezzo	43.46139	11.87691
IT3182635	欧洲	意大利	Italy	阿维亚诺	Aviano	46.07056	12.59472
IT3182351	欧洲	意大利	Italy	巴里	Bari	41.11773	16.85118
IT2177002	欧洲	意大利	Italy	巴里·佩雷斯	Bari Palese	41.1	16.8
IT3181928	欧洲	意大利	Italy	博洛尼亚	Bologna	44.49381	11.33875
IT3181913	欧洲	意大利	Italy	博尔扎诺	Bolzano	46.49272	11.33358
IT2525532	欧洲	意大利	Italy	波尼法蒂	Bonifati	39.5853	15.90028
IT2177003	欧洲	意大利	Italy	布雷西亚·盖迪	Brescia Ghedi	45.4	10.3
IT3181528	欧洲	意大利	Italy	布林迪西	Brindisi	40.62773	17.93682
IT3180991	欧洲	意大利	Italy	坎波巴索	Campobasso	41.56003	14.66753
IT2177004	欧洲	意大利	Italy	贝亚维斯塔角	Capobellavista	39.9	9.7
IT2177005	欧洲	意大利	Italy	卡恰角	Capocaccia	40.5	8.1
IT2177006	欧洲	意大利	Italy	坎帕尼亚帕利努罗角	Capopalinuro	40	15.3
IT2177007	欧洲	意大利	Italy	卡玻斯罗伦佐	Capos Lorenzo	39.5	9.6
IT3180630	欧洲	意大利	Italy	卡普里	Capri	40.55073	14.24263
IT2525348	欧洲	意大利	Italy	卡洛福泰	Carloforte	39.145	8.30583
IT3179866	欧洲	意大利	Italy	卡塞塔	Caserta	41.08322	14.33493
IT2177008	欧洲	意大利	Italy	卡塔尼亚	Catania Fontanarossa	37.5	15.1
IT2525059	欧洲	意大利	Italy	卡坦扎罗	Catanzaro	38.89079	16.5987
IT3178998	欧洲	意大利	Italy	切尔维亚	Cervia	44.26204	12.34812
IT3178832	欧洲	意大利	Italy	齐亚瓦里	Chiavari	44.31771	9.32241
IT3178587	欧洲	意大利	Italy	奇维塔韦基亚	Civitavecchia	42.09325	11.79674
IT2524881	欧洲	意大利	Italy	克罗托内	Crotone	39.0851	17.11781
IT2524865	欧洲	意大利	Italy	代齐莫曼努	Decimomannu	39.3125	8.96944
IT2177009	欧洲	意大利	Italy	德森扎诺	Desenzano	45.5	10.6
IT3177571	欧洲	意大利	Italy	多比亚科	Dobbiaco	46.7425	12.23139
IT2524819	欧洲	意大利	Italy	伊恩	Enna	37.55885	14.28917
IT2177010	欧洲	意大利	Italy	法尔科纳拉	Falconara	43.6	13.4
IT3177090	欧洲	意大利	Italy	费拉拉	Ferrara	44.82678	11.62071
IT2177011	欧洲	意大利	Italy	佛罗伦萨	Firenze	43.8	11.2
IT3176746	欧洲	意大利	Italy	弗利	Forli	44.22361	12.05278
IT2177012	欧洲	意大利	Italy	弗龙托内	Frontone	43.5	12.7
IT3176515	欧洲	意大利	Italy	弗罗西诺内	Frosinone	41.64002	13.3401
IT2177013	欧洲	意大利	Italy	富齐诺	Fucino	42	13.6
IT2177014	欧洲	意大利	Italy	富尔巴拉	Furbara	42	12
IT3176391	欧洲	意大利	Italy	加拉拉特	Gallarate	45.66019	8.79164
IT2524653	欧洲	意大利	Italy	杰拉	Gela	37.08034	14.23068
IT2177015	欧洲	意大利	Italy	热那亚	Genova	44.4	8.9
IT3175856	欧洲	意大利	Italy	格拉赞尼塞	Grazzanise	41.08941	14.10032
IT3175786	欧洲	意大利	Italy	格罗塞托	Grosseto	42.77142	11.10794
IT3175773	欧洲	意大利	Italy	格罗塔里埃	Grottaglie	40.53923	17.4337
IT3175678	欧洲	意大利	Italy	圭多尼亚	Guidonia	42.01667	12.75
IT2177016	欧洲	意大利	Italy	蓝佩杜萨岛	Lampedusa	35.5	12.6
IT3175058	欧洲	意大利	Italy	拉蒂纳	Latina	41.46614	12.9043
IT3174953	欧洲	意大利	Italy	莱切	Lecce	40.35703	18.17202
IT3174567	欧洲	意大利	Italy	洛雷托	Loreto	43.43536	13.60978
IT2177017	欧洲	意大利	Italy	鲁卡	Luqa	35.8	14.5
IT2177018	欧洲	意大利	Italy	马里纳-迪吉诺萨	Marina Di Ginosa	40.4	16.9
IT2177019	欧洲	意大利	Italy	马天尼芬卡	Martinafranca	40.6	17.2
IT3173721	欧洲	意大利	Italy	马泰拉	Matera	40.66852	16.60158
IT2524170	欧洲	意大利	Italy	墨西拿	Messina	38.19327	15.54969
IT3173435	欧洲	意大利	Italy	米兰	Milan	45.46427	9.18951
IT2177020	欧洲	意大利	Italy	米兰·利纳特	Milano Linate	45.4	9.3
IT3173331	欧洲	意大利	Italy	摩德纳	Modena	44.64783	10.92539
IT3173162	欧洲	意大利	Italy	蒙多维	Mondovi	44.39603	7.81764
IT2177021	欧洲	意大利	Italy	蒙特阿根塔略	Monteargentario	42.4	11.2
IT2177022	欧洲	意大利	Italy	蒙特奇莫尼	Montecimone	44.2	10.7
IT2177023	欧洲	意大利	Italy	蒙特斯安吉洛	Montes.Angelo	41.7	15.9
IT2177024	欧洲	意大利	Italy	蒙特斯库罗	Montescuro	39.3	16.4
IT3172394	欧洲	意大利	Italy	拿波里	Naples	40.83333	14.25
IT3171785	欧洲	意大利	Italy	奥特兰托	Otranto	40.14782	18.48593
IT2177025	欧洲	意大利	Italy	巴勒莫省西西里	Palermopuntaraisi	38.2	13.1
IT2523890	欧洲	意大利	Italy	潘泰莱里亚	Pantelleria	36.83333	11.95
IT3171457	欧洲	意大利	Italy	帕尔马	Parma	44.80266	10.32898
IT2177026	欧洲	意大利	Italy	佩鲁贾埃吉迪奥	Perugias Egidio	43.1	12.5
IT3171168	欧洲	意大利	Italy	佩斯卡拉	Pescara	42.46024	14.21021
IT2177027	欧洲	意大利	Italy	皮亚琴察·达米亚诺	Piacenzas Damiano	44.9	9.7
IT2177028	欧洲	意大利	Italy	比萨·圭斯托	Pisas Giusto	43.7	10.4
IT2177029	欧洲	意大利	Italy	庞特卡格纳诺	Pontecagnano	40.6	14.9
IT3170189	欧洲	意大利	Italy	蓬扎岛	Ponza	40.8938	12.9625
IT2177030	欧洲	意大利	Italy	普拉提卡·迪马雷	Pratica di Mare	41.7	12.4
IT2523678	欧洲	意大利	Italy	普里兹	Prizzi	37.72144	13.43275
IT3169070	欧洲	意大利	Italy	罗马	Rome	41.89193	12.51133
IT3169412	欧洲	意大利	Italy	列蒂	Rieti	42.40723	12.85918
IT3169361	欧洲	意大利	Italy	里米尼	Rimini	44.06333	12.58083
IT3169072	欧洲	意大利	Italy	罗罗	Rolo	44.88567	10.8602
IT2177031	欧洲	意大利	Italy	龙基代莱焦纳里	Ronchideilegionari	45.8	13.5
IT2177032	欧洲	意大利	Italy	圣玛利亚迪勒乌卡	S.Mariadileuca	39.8	18.4
IT3167104	欧洲	意大利	Italy	萨尔扎纳	Sarzana	44.11145	9.95859
IT2523194	欧洲	意大利	Italy	夏卡	Sciacca	37.50693	13.08399
IT2177033	欧洲	意大利	Italy	塞雷	Serrai	41.1	23.6
IT2177034	欧洲	意大利	Italy	锡拉库萨	Syracuse	37	15.3
IT3165912	欧洲	意大利	Italy	塔尔维西奥	Tarvisio	46.51083	13.59417
IT3165773	欧洲	意大利	Italy	泰尔莫利	Termoli	41.98884	14.98953
IT2522941	欧洲	意大利	Italy	特乌拉达	Teulada	38.96743	8.77224
IT3165243	欧洲	意大利	Italy	特兰托	Trento	46.06787	11.12108
IT2177035	欧洲	意大利	Italy	特雷维科	Trevico	41	15.2
IT2177036	欧洲	意大利	Italy	特雷维索·伊斯楚阿纳	Treviso Istrana	45.7	12.1
IT3165185	欧洲	意大利	Italy	的里雅斯特	Trieste	45.64861	13.78
IT3165524	欧洲	意大利	Italy	都灵	Turin	45.07049	7.68682
IT2177037	欧洲	意大利	Italy	乌斯蒂卡岛	Ustica	38.7	13.2
IT3164603	欧洲	意大利	Italy	威尼斯	Venice	45.43861	12.32667
IT2177038	欧洲	意大利	Italy	维罗纳·维拉弗兰卡	Verona Villafranca	45.4	10.9
IT3164387	欧洲	意大利	Italy	维耶斯泰	Vieste	41.88245	16.17496
IT3164065	欧洲	意大利	Italy	维皮泰诺	Vipiteno	46.89253	11.43007
IT3164039	欧洲	意大利	Italy	维泰博	Viterbo	42.41783	12.10856
IT3163989	欧洲	意大利	Italy	沃兰诺	Volano	45.918	11.06238
IT3163962	欧洲	意大利	Italy	沃尔泰拉	Volterra	43.40034	10.86002
LV456172	欧洲	拉脱维亚	Latvia	里加	Riga	56.95	24.1
LV461114	欧洲	拉脱维亚	Latvia	包斯卡	Bauska	56.4075	24.19056
LV456202	欧洲	拉脱维亚	Latvia	雷泽克内	Rezekne	56.5	27.31667
LV455890	欧洲	拉脱维亚	Latvia	萨尔杜斯	Saldus	56.66363	22.48807
LV460312	欧洲	拉脱维亚	Latvia	多贝莱	Dobele	56.625	23.27861
LV459279	欧洲	拉脱维亚	Latvia	叶尔加瓦	Jelgava	56.65	23.71278
LV457954	欧洲	拉脱维亚	Latvia	利耶帕亚	Liepaja	56.51667	21.01667
LV457714	欧洲	拉脱维亚	Latvia	马多纳	Madona	56.85329	26.21698
LT596238	欧洲	立陶宛	Lithuania	帕兰加	Palanga	55.9175	21.06861
LT596128	欧洲	立陶宛	Lithuania	帕涅韦日斯	Panevezys	55.73333	24.35
LT593116	欧洲	立陶宛	Lithuania	维尔纽斯	Vilnius	54.68916	25.2798
LT594739	欧洲	立陶宛	Lithuania	希奥利艾	Siauliai	55.93333	23.31667
LT594656	欧洲	立陶宛	Lithuania	斯路特	Silute	55.34889	21.48306
LT669901	欧洲	立陶宛	Lithuania	陶格夫匹尔斯	Daugavpils	55.9	26.6
LT593926	欧洲	立陶宛	Lithuania	特尔希艾	Telsiai	55.98139	22.24722
LT593733	欧洲	立陶宛	Lithuania	乌克梅尔盖	Ukmerge	55.25	24.75
LT593672	欧洲	立陶宛	Lithuania	佑天兰	Utena	55.5	25.6
LT669903	欧洲	立陶宛	Lithuania	上第文斯基	Verhnedvinsk	55.8	28
LT598316	欧洲	立陶宛	Lithuania	考纳斯	Kaunas	54.9	23.9
LT598098	欧洲	立陶宛	Lithuania	克莱佩达港	Klaipeda	55.71722	21.1175
LT669902	欧洲	立陶宛	Lithuania	尼达	Nida	55.3	21
LU276001	欧洲	卢森堡	luxembourg	克莱沃	Clervaux	50	6
LU2960630	欧洲	卢森堡	luxembourg	埃希特纳赫	Echternach	49.80556	6.42222
LU2960316	欧洲	卢森堡	luxembourg	卢森堡	Luxembourg	49.61167	6.13
MK785842	欧洲	马其顿	Macedonia	斯科普里	Skopje	42	21.43333
MK239904	欧洲	马其顿	Macedonia	普瑞特	Pretor	40.8	21.1
MK786735	欧洲	马其顿	Macedonia	普里莱普	Prilep	41.34639	21.55444
MK792656	欧洲	马其顿	Macedonia	贝罗沃	Berovo	41.70306	22.85778
MK792578	欧洲	马其顿	Macedonia	比托拉	Bitola	41.03111	21.34028
MK785380	欧洲	马其顿	Macedonia	斯图米加	Strumica	41.4375	22.64333
MK791606	欧洲	马其顿	Macedonia	德巴尔	Debar	41.525	20.5275
MK785082	欧洲	马其顿	Macedonia	泰托沃	Tetovo	42.01056	20.97139
MK790744	欧洲	马其顿	Macedonia	盖夫盖利亚	Gevgelija	41.13917	22.5025
MK789541	欧洲	马其顿	Macedonia	卡瓦达尔齐	Kavadarci	41.43306	22.01194
MK239901	欧洲	马其顿	Macedonia	克鲁塞沃	Krusevo	41.4	21.2
MK239902	欧洲	马其顿	Macedonia	拉扎罗波勒	Lazaropole	41.5	20.7
MK239903	欧洲	马其顿	Macedonia	马夫罗沃	Mavrovo	41.7	20.8
MK787487	欧洲	马其顿	Macedonia	奥赫里德	Ohrid	41.11722	20.80194
MD231401	欧洲	摩尔多瓦	Moldova	基希纳乌	Chisinau	47	29
MD618605	欧洲	摩尔多瓦	Moldova	巴尔蒂	Balti	47.76167	27.92889
MD617486	欧洲	摩尔多瓦	Moldova	伊斯克拉斯塔尔	Ribnita	47.76639	29.00111
MD618456	欧洲	摩尔多瓦	Moldova	卡胡尔	Cahul	45.9075	28.19444
MD618365	欧洲	摩尔多瓦	Moldova	杜博萨雷	Dubasari	47.26306	29.16083
MD617239	欧洲	摩尔多瓦	Moldova	蒂拉斯波尔	Tiraspol	46.84028	29.64333
MD618344	欧洲	摩尔多瓦	Moldova	弗列什蒂	Falesti	47.57361	27.70917
MD231402	欧洲	摩尔多瓦	Moldova	伊兹梅尔	Izmail	45.4	28.9
MD231403	欧洲	摩尔多瓦	Moldova	麦克莱	Mikolaiv	47	32
MD231404	欧洲	摩尔多瓦	Moldova	尼科波尔	Nikopol	47.6	34.5
MD231405	欧洲	摩尔多瓦	Moldova	敖德萨	Odesa	46.4	30.8
SJ2729907	欧洲	挪威	Norway	朗伊尔城	Longyearbyen	78.2186	15.64007
NO3145614	欧洲	挪威	Norway	摩城	Mo i Rana	66.31278	14.14278
NO3162385	欧洲	挪威	Norway	艾于什库格	Aurskog	59.91667	11.43333
NO2311002	欧洲	挪威	Norway	班纳克	Banak	70.1	25
NO2311003	欧洲	挪威	Norway	巴尔杜福斯	Bardufoss	69.1	18.5
NO3161732	欧洲	挪威	Norway	卑尔根	Bergen	60.39299	5.32415
NO2311004	欧洲	挪威	Norway	熊岛	Bjornoya	74.5	19
NO2311005	欧洲	挪威	Norway	埃季岛	Edgeoya	78.2	22.8
NO2311006	欧洲	挪威	Norway	法格内斯	Fagernes	61	9.2
NO2311007	欧洲	挪威	Norway	费迪厄	Fedje	60.8	4.7
NO2311008	欧洲	挪威	Norway	菲勒弗捷尔	Filefjell	60.5	8.2
NO3154084	欧洲	挪威	Norway	哈马尔	Hamar	60.7945	11.06798
NO3153823	欧洲	挪威	Norway	哈尔斯塔	Harstad	68.79833	16.54165
