,mayili_comment
14386,睡了一觉醒来，发生了什么?_?终究还是离了 
14387,加油，余生快乐 
14388,马司令，往后余生～真心祝福你幸福快乐！期待你的更多好作品🙏 
14389,祝福彼此，各自安好 
14390,“凡为夫妇之因，前世三生结缘，始配今生之夫妇。若结缘不合，比是怨家，故来相对……既以二心不同，难归一意，快会及诸亲，各还本道。愿妻娘子相离之后，重梳婵鬓，美妇娥眉，巧逞窈窕之姿，选聘高官之主。解怨释结，更莫相憎。一别两宽，各生欢喜 
14391,一别二宽，各生欢喜 
14392,支持 
14393,加油，越来越好 
14394,接受不了 
14395,轻松一点不需要太累...... 
14396,一别两宽，各生欢喜！ 
14397,我哭了，心里好难过。 
14398,当看到这一则，我真的流泪了。愿以后安好，坚强 
14399,你的前半生已经结束，愿后半生幸福！ 
14400,早该离了。。。 
14401,回复@我和狗子的秘密基地:珍重 我爱的女人。 
14402,此情有憾，然无对错 
14403,女神好好的 
14404,好好照顾自己 
14405,各自安好！ 
14406,看来他真的是让你失望透透的了。失望到让你连一点维护他的借口和理由都没有了，即使你给过他一次机会，他仍然做的不好。往后余生，加倍爱自己。 
14407,你一定要好好哦⊙∀⊙！ 
14408,太好了，恭喜马司令恢复单身 
14409,照顾好孩子，有啥事你招呼声！加油！ 
14410,回复@虚幻黑梦:你是个魔鬼 
14411,看你活出自己的样子觉得真好。未来加油。 
14412, 不敢细想其中的原因，很多细节是很磨人的存在，马司令 你要好好的。 
14413,往后余生，你会更幸福，加油 
14414,离吧 镜子有了裂痕 谁都不快乐 你那么好 定会遇到你的贺涵 加油 要快乐 
14415,可以追寻自己的幸福了。 
14416,回复@隗隗200606:她是怎么被陷害的？ 
14417,后半生你会遇到你的贺涵的 
14418,加油 
14419,心疼你 
14420,心疼女神 
14421,回复@AMASS_張娜:同名同姓 
14422,离得好！ 
14423,我的女神幸福就好，自己开心最重要！ 
14424,最好得选择，走向幸福，走向新生活得必须之路。及时止损。对自己最好的交待 
14425,你能走出这一步很勇敢 支持你 
14426,我的这天比你早了十二春秋！今夕依然安好！ 
14427,分手应该体面。两个人的事，几千个日夜细腻的情感纠缠，无数件大小事，从不是外人能窥探体会的。一段关系里最大的恩情就是结束时也能忍住感触让对方全身而退，那些脏事和快乐的画面一一抵消，或许这些年和谁过大致相同，此刻也不后悔那个人是你。 ​​​  
14428,加油幸福，女神！ 
14429,你会更好 
14430,心疼 
14431,文章同学
14432,感觉他俩早就离了！！！ 
14433,当初的且行且珍惜到现在的各生欢喜！余生祝幸福 
14434,支持！ 
14435,没抢到前排 
14436,抱抱司令 永远支持你 
14437,宋仲基发誓说跟宋慧乔不离不弃；李晨说会一直保护范冰冰；谢霆锋说会跟张柏芝好好在一起，文章说这辈子最骄傲的是马伊琍……世间变化那么多，真正永恒不变的，陪在你身旁的只有国家！ 
14438,好好的👌 
14439,回复@赵天天:太有才了 
14440,一定要幸福 
14441,回复@-邵文倩:如果没有当初  现在也不会这样 
14442,你要好好的 
14443,一定要幸福，一切开心就好！ 
14444,人啊，变心是本能，而忠诚确是一种选择。 任何婚姻，一旦触碰到底线，用再多的时间都无法做到破镜重圆了 
14445,哎 
14446,支持姐姐！！ 
14447,你俩是华为派你们来的吗 
14448,不要辜负自己就好。 
14449,祝福以后的路，依然自信美丽 
14450,回复@AMASS_張娜:真真的，替她开心 
14451,哎破镜难重圆 
14452,一次不忠 终身不用 
14453,华为p30好样的 
14454,不知道为什么看了很心疼 
14455,“前半生”已过，还有“后半生”！加油＾０＾~！ 
14456,回复@是林更新女朋友本人没错了:忽然觉得人生真艰难   提心吊胆地过着 
14457,我的前半生 
14458,哎呀，我要疯了 
14459,你要好好的 
14460,好好爱自己！你要加油 
14461,不管发生了什么，你都会是我最爱的女演员 我不应该惋惜，反而应该为你感到骄傲，因为你不是失去陈俊生的罗子君，我清楚地知道你是坚强的，你知道你会走向哪里去，你知道你还有什么。甚至你没有失去，你终于得到了你口中的自由，你没有为他成为今世的于凤至。 （希望大家放过热搜 还是多多关注作品吧） 
14462,祝好！ 
14463,只想祝福马伊琍，你值得拥有更好的 
14464,爱你 
14465, 
14466,此憾若已耗尽你对其的所有情绪，这个选择是正确的，大家都支持你，孩子长大了也会理解你，祝你余生开心幸福 
14467,拥抱加油，坚强 
14468,你是最好的 
14469,彼此过好以后、希望能弥补过往的遗憾和对孩子的伤害可以降低最小 
14470,你值得拥有更好的 
14471,一定要好好的 
14472,很喜欢你马老师，也很支持你，未来你也一定会很棒，加油 
14473,倾世风华，不及你眼中江山如画；我待君归家，却是一生空付韶华💔 
14474,往後餘生，各自安好！ 
14475,看到这，我突然好伤心 
14476,恭喜恭喜，终于脱离苦海 
14477,终于离了 
14478,加油💪 
14479,找自己的幸福吧 
14480,祝马伊琍幸福 早该离了 
14481,未来加油 
14482,心疼你！ 
14483,守望者复婚 
14484,。。。 
14485,回复@赵天天:没毛病 
14486,幸福就在前方 
14487,马伊琍加油，同为女人，你很伟大了，加油！ 
14488,真的吗 
14489,看到，未免心疼，真心祝福你能找到属于自己的幸福 
14490,挺难过的，昨天还在朋友圈看到文君竹拉丁得冠军，老爸负责拍照。祝安好。 
14491,祝你幸福！ 
14492,终于还是离了  祝幸福 
14493,回复@小豆豆的豆豆糖:还是没啥感情，感情好谁也破坏不了！ 
14494,加油 
14495,什么叫裸婚，就是一无所有的婚姻，注定是无结果。 
14496,姐姐一定要幸福  最近重新看 我的前半生 漂亮又有演技  加油 
14497,女神永远都是女神！永远支持！ 
14498,剩下的全是美好的！ 
14499,你值得更好的，我心中永远的实力派演员   加油     你会越来越好 
14500,相信文章是努力过的，相信文章还是爱你的，只是这个心里的坎终究是过不去，相信你们会更好。 
14501,祝福你，往后余生，无忧无虑 
14502,群众的意见点赞蹭蹭蹭呀 
14503,我爸爸说人生一步都不能走错 
14504,你值得拥有更好的！ 
14505,谁负谁？个人觉得马伊琍活的比较假，偶尔拍个和孩子照片就贤惠了？看她那样子哪像个带孩子的女人？不喜欢太假女人！当然比有些女明星好些。 
14506,最好的前妻 
14507,好想哭，终于还是坚持不住了，祝以后的路更加幸福！ 
14508,破镜不能重圆毕竟有裂痕 
14509,一定要幸福。 
14510,伤害过，再也回不到过去 
14511, 
14512,我的后半生什么时候播呀 
14513,各自安好，且行且珍惜…… 
14514,因为曾经太爱，才无法弥补裂痕 
14515,余生漫漫，各自珍重。 
14516,一定要幸福，挺你！ 
14517,你是一个好妻子好妈妈！这就够了 
14518,你一直都是女性的楷模，喜欢你，心疼你，余生为自己好好活！ 
14519,以后绝对不看文章或姚小三的剧了 
14520,回复@赵天天:还有党！ 
14521,祝幸福。 
14522,后半生好好过 
14523,一直默默关注，不曾想的结果，也不意外！加油💪 
14524,🙏🙏要幸福啊 
14525,余生会更美好！ 
14526,好好的。 
14527,本来还挺看好你们的，爱情是爱情，婚姻是婚姻，爱时爱了，年龄会带来经历的不同，经历会带来感悟的不同，司令想尘埃落定一心为家，而章还没走完这看似美丽纷繁的世界，走着走着就叉了……但愿但愿.....各自安好 
14528,善待自己！@马伊琍 
14529,很喜欢你的作品 加油 各自安好 
14530,人生最好的三个词
14531,祝你幸福 
14532,各自安好 
14533,希望你以后幸福，快乐！ 
14534,回复@伟小妞·双栖:我天 
14535,曲终人散文落章，马失前蹄伊人伤。 
14536,马老师加油 
14537,心疼过往，期待未来更好的你。 
14538,一定会找到幸福的！挺你 
14539,破镜重圆终有裂纹 
14540,莫名的难过，很喜欢你，一直很喜欢，好多年了都，没想到你真的还是离了！！！ 
14541,一别两宽，各生欢喜。 
14542,各自安好 你会更好 
14543,他们都是垃圾，只有你，是我最佩服的人，但是我也懂你的委屈和难过，想骂就骂出来，想打就打回去 
14544,以后的路还很长，加油！ 
14545,姐弟恋真的靠不住么？！ 
14546,你值得拥有更好的！加油！ 
14547,希望你每天开心 
14548,最终还是离了 
14549, 
14550,我不在相信爱情啦！ 
14551,后半生好好过 
14552,一直默默关注，不曾想的结果，也不意外！加油💪 
14553,🙏🙏要幸福啊 
14554,余生会更美好！ 
14555,好好的。 
14556,本来还挺看好你们的，爱情是爱情，婚姻是婚姻，爱时爱了，年龄会带来经历的不同，经历会带来感悟的不同，司令想尘埃落定一心为家，而章还没走完这看似美丽纷繁的世界，走着走着就叉了……但愿但愿.....各自安好 
14557,善待自己！@马伊琍 
14558,很喜欢你的作品 加油 各自安好 
14559,人生最好的三个词
14560,祝你幸福 
14561,各自安好 
14562,希望你以后幸福，快乐！ 
14563,回复@伟小妞·双栖:我天 
14564,曲终人散文落章，马失前蹄伊人伤。 
14565,马老师加油 
14566,心疼过往，期待未来更好的你。 
14567,一定会找到幸福的！挺你 
14568,破镜重圆终有裂纹 
14569,莫名的难过，很喜欢你，一直很喜欢，好多年了都，没想到你真的还是离了！！！ 
14570,一别两宽，各生欢喜。 
14571,各自安好 你会更好 
14572,他们都是垃圾，只有你，是我最佩服的人，但是我也懂你的委屈和难过，想骂就骂出来，想打就打回去 
14573,以后的路还很长，加油！ 
14574,姐弟恋真的靠不住么？！ 
14575,你值得拥有更好的！加油！ 
14576,希望你每天开心 
14577,最终还是离了 
14578, 
14579,我不在相信爱情啦！ 
14580,还是这么大气，依然是情有憾，却无对错。很喜欢马伊琍 
14581,希望@马伊琍 姐姐也能好好照顾自己，一直觉得您是一个勇敢坚强的女孩，想必也有很多心酸吧！不过没什么大不了的，您那么优秀，一定会找到更好的拥抱拥抱拥抱 
14582,总结到此为止，以后会更好 ¡查看图片 
14583,愿你下半生，拥有现实版的贺函 
14584,离了搁置安好 
14585,一别两宽 各生欢喜 
14586,有 我們在身邊 我們都愛你😘 
14587,现在娱乐明星离个婚，分个手什么的，都搞得那么文邹邹，写诗么？ 
14588,如果重新选择，当初还会原谅么 
14589,厉害了啊。 
14590,今天刚参加完同学的婚礼，和他对象高中到现在一路走来真的好不容易啊！看着我同学嫁给了他想嫁的那个人真的很好，不过这几天也有很多细节觉得还挺心疼我同学的，所以女孩子要好好对自己，什么狗屁誓言，都TM的扯淡，强大自己才是最重要的， 
14591,你值得拥有更美好的未来 
14592,天呐，爆了 
14593,希望你快乐 
14594,好好的，一定会有更爱你的人在等着你 
14595,最后的最后还是回到最初 
14596,最初姐弟恋不被看好，她就很坦然地说，不能在一起就分开。。至少他们真的爱过，很正常的事情， 
14597,不是还一起陪爱马参加比赛 怎么还是离了？？？ 
14598,我希望你以后一定一定要过得更好 
14599,伊俐，祝你往后余生幸福快乐，找到真正和你相爱的人！ 
14600,祝你幸福 愿你安好 往后余生 狠狠幸福 
14601,随着时间会过去的。为了自己的家人，勇敢面对 
14602,加油，马姐，我既然流泪了，不是自己咋也不要。 
14603,马老师 你是最棒的❤️ 
14604,终究还是离了，那句经典的，婚姻不易。且行且珍惜，这句话成空话啦？？ 
14605,支持你 
14606,神马情况 
14607,多大点事！说离就离！你俩是痛快了，孩子完整的家就再也回不来了！你们征求过孩子的意见吗？ 
