,wenzhang_comment
13586,往后余生幸福快乐 
13587,女人只能相信自己 
13588,爆了 
13589,天空下起大雨。 
13590,赚了，小伙子。那么多有实力的，没资源都转行了。 
13591,！ 
13592,加油💪 
13593,回复@宋鑫_SongHeum:第二部没戏了 
13594,当初不顾其他人的反对硬是要和比你大九岁的她在一起。现在坚持不下去了吗？果然婚姻是爱情的坟墓… 
13595,婚姻生活，只有经历着的才知道里面的五味杂陈，哪有什么对错，决定一起的时候都深爱着；决定放弃了的时候也都释怀了，不管城里城外，都要活成优秀的自己！ 
13596,眼瞎了嫁给你 
13597,回复@尐果果413:尽管如此，有誓言比没有誓言好 
13598,你太让人失望了 
13599,祝福， 
13600,加油 
13601,错了就是错了！ 
13602,讨厌你 
13603,彼此放过，余生只是孩子他爸妈而已。各寻幸福，坐下深聊说声好久不见，心有挂念。 
13604,不要脸 
13605,ε=(´ο｀*)))唉 
13606,马伊琍多好的女人啊 
13607,华为或成最大赢家 
13608,还是很喜欢文章的，希望以后能继续做个好演员 
13609,还是挺感叹的，夫妻是一种缘分 
13610,一直特别喜欢的一对夫妻，一对演员，觉得特别惋惜，相信以后会亲情守候，愿彼此安好 
13611,不负责任 
13612,可惜了，何必呢 
13613,回复@一隻香蕉牛奶:来人给个校长当当 
13614,各自安好 
13615,www 
13616,哈哈哈 你俩的文案都是同一个团队写的吧 也太好笑了 
13617,什么鬼 
13618,难受 
13619,当初你如果心里还有妻子和孩子，就不应作出那般出格的事情！祝你下半生孤独终老！ 
13620,亲情守候肯定一诺千金 
13621,其实必然知道必然 挺难过的 你曾经的骄傲就是你的女人叫马伊琍阿  
13622,唉 
13623,其实  我觉得这样反而挺好。 
13624,睡一觉醒来，手机新闻炸了，终于还是离了，其实早离早解脱，希望余生都安好 
13625,一别两宽，各自欢喜。 
13626,做人不能忘本，没有你媳妇能有你今天吗 
13627,叫你好好的日子不过，非作！ 
13628,垃圾！ 
13629,有两个孩子啦，为啥还不好好过呢，哥？ 
13630,即离了 希望你做好亲人 做好父亲 
13631,五年了还是离了 
13632,少帅要去找姚姑娘了吗 
13633,第一反应是 卧槽  第二反应 早晚的事  各自安好吧 
13634,相伴一生，唯有真情永远，各自安好吧 
13635,最钟爱的还是摇迪 
13636,很难过 
13637,离都离了，还吾爱伊琍！ 
13638,现在评论能上榜吗 
13639,好聚好散 
13640,不开心，余生安好 
13641,好聚好散，放过彼此 
13642,捏皱的纸再怎么抚平也会有痕迹 
13643,你跟姚迪 多好啊 
13644,好好的，继续你的演绎之路啦 
13645,不管怎样， 加油😊 
13646,江湖再见！ 
13647,这到底是怎么了 
13648,赶紧出作品吧！希望以后越来越好！ 
13649,难以置信，最喜欢的一对。 
13650,我曹我曹 
13651,老乡，挺住啊！ 
13652,感觉还能复合 
13653,唉，愿余生各自安好！加油！ 
13654,始终支持 
13655,天太热  热搜了 心凉了 
13656,感情这个东西谁都说不清楚，各自寻找幸福吧 
13657,终于的终于 
13658,两人间终究有裂痕，破镜难重圆 
13659,没有灵魂的婚姻这样对大家是最好的 
13660,伤心 心痛 
13661,爱还离 
13662,怎么感觉早晚的事 
13663,回复@goodvibesonly0802:秀儿，你来了 
13664,此爱隔山海 
13665,回复@尐果果413:这句话一直很喜欢 
13666,哥，快拍戏去，等着你 
13667,心态马伊琍 
13668,各自照顾好自己 
13669,愿各自安好❤️ 
13670,依然爱你❤️ 
13671,撇开生活，你真的是很棒的演员，喜欢你很多年了，希望你可以复出，陈赫都可以洗白，为什么你要雪藏这么多年？人无圣人，孰能无过？加油！ 
13672,可惜啊 
13673,终究是分开了 
13674,为什么还是不能。。。 
13675,哎！ 
13676,牛逼 
13677,刚刷完蜗居就看见了 
13678,哎，可惜了 
13679,只能说可惜了 
13680,华为最大赢家 
13681,好久没看到你的笑脸了 
13682,原以为马伊琍是幸福的，结果… 
13683,文章终究还是负了马伊琍 
13684,往后余生愿你不和yd一起走 
13685,破镜重圆后仍是破镜 
13686,破镜难圆，骗不了自己 
13687,愿你安好，追求所爱 
13688,不想看到这样的局面，为孩子可惜 
13689,其实挺希望你可以一直陪着她的 
13690,人非圣贤 谁能无过。如果真的太累，及时道别没有错！ 
13691,回复@Lin-Syukam琴琴酱-:这一生漫长，有些人爱过了，让我们明白爱和拥有是两件事，适不适合比喜不喜欢更重要，或许一切最好的安排就是后来我们没有在一起…， 
13692,唉。。。好可惜！ 
13693,没想到还是离了，感紧出来演电影电视剧吧。现在小鲜肉没法看 
13694,文哥，快回来拍戏吧。好想你的剧 
13695,各自安好，错过的无法重来，追求属于你的幸福吧，期待你可以拍新电影～ 
13696,@文章同學 余生请做到亲情守候 
13697,好难过，。心疼。加油。。 
13698,早就该结束了吧，心里没疙瘩不在乎这些话都是放屁！女性如果强势的话，裂痕更大 
13699,总感觉你们会复婚 
13700,最担心的事还是发生了 
13701,且行且珍惜 
13702,天意难违 
13703,所有的都是因為愛情💓💔 
13704,文章 
13705,挺好 
13706,回复@静待属于我的阳光l:男人道德不行就是不行，为什么要推到女人打扮上，女人不背这锅 
13707, 
13708,说好的且行且珍惜呢 
13709,为什么 
13710,怕是不会再有剃刀边缘第二部了。 
13711,又做啥过分的事了 
13712,一手好牌  哎 
13713,回复@goodvibesonly0802:给你个赞👍哈哈 
13714,回复@甜甜的梦都给勋勋:这一生漫长，有些人爱过了，让我们明白爱和拥有是两件事，适不适合比喜不喜欢更重要，或许一切最好的安排就是后来我们没有在一起… 
13715,挺好的，各自安好 
13716,各自安好 
13717,姚迪？ 
13718,你依然是我心中的向南……多想在看到那时期的你……加油……做自己想做的！ 
13719,期待复婚， 
13720,回复@ToddLiooo:嗯不会再回复一些无聊的信息 
13721,即使你们分了，但我还相信爱情。  陌生人  祝我们幸福吧  吾爱沙萱 
13722,说这话管啥用啊 
13723,破镜难圆 往后各生欢喜 
13724,那么好的老婆不珍惜 
13725,好好演戏 
13726,你曾说过 马伊琍是你的骄傲 但是破镜重圆还是有裂痕 
13727,姚迪笑了 
13728,刘易阳你是要娶童佳倩吗？ 
13729,再回首，终究是自己骗自己 然而，骗了自己太久是会忘记的 没有勇气直面自己 以为在编织的假象里可以安然的度过 即使无数个日夜难安 无数次想要逃离 以为，自己不觉得委屈就不委屈 呵呵，当别人说你委屈的时候你真的委屈了 现实吧 生活，依旧需要你去体会 一别两宽   各生欢喜 
13730,想不明白 
13731,这种话题还真烦 
13732, 
13733,正好今天开始重温《少帅》，你给我来这出？？ ¡评论配图 
13734,@北京兰亭文化园
13735,解脱了 
13736,回复@Zz张小佳Zz:加油，你们都努力过了，也接受过惩罚了，往后余生，各自都要追寻自己的幸福，但是必须把马伊琍放在第一位，这是你欠她，欠小孩的，永远在抱歉中自由 
13737,何必那…为了一时…毁了一世… 
13738,争取当个好爸爸 
13739,咎由自取，各生欢喜吧，终于成全自己了 
13740,吾爱蒙牛，每日一杯，相随终身。余生漫漫，早餐最佳搭档。 
13741,回复@一隻香蕉牛奶:皮 
13742,终究如此结局 
13743,你肯定也努力弥补过。加油 
13744,和好容易，如初太难！愿大家各自安好 
13745,双输的结果 
13746,回复@一隻香蕉牛奶:我爱中华人民共和国🇨🇳 
13747,每个人就一辈子，你在辉煌，再不堪终究和大家普通人的结局都是一样，但是人只有一辈子，做什么都不用后悔，我不觉得分开是坏事是不堪，当初承诺的时候是发自内心的，坚定的，遇上了自己更心动的人也是不能逃避的，有时候自私一点，也不是坏事，就是接下来的余生，你已经辜负了一个，别再辜负另一个了 
13748,回复@尐果果413:很多年前哟收藏的话被你说出来了 
13749,往后余生，各自安好！ 
13750,唉，裂痕终究是裂痕，愿有情人白头到老吧！ 
13751,终于还是离了。 
13752,哎呀，不开心😒 
13753,不知谁对错，或许也没有谁对错，但愿即使分开也要用全力去爱孩子。 
13754,你爱个屁 
13755,可惜 
13756,8说了.微博应该是炸了. 
13757,惋惜 
13758,我并不想保护某个人，因为我不能保护她很久。因此，希望她能变的坚强—陆垚 
13759,今天中午刚看了一边雪豹，大兄弟早日工作呀 
13760, 
13761,心疼马伊琍 
13762,支持 
13763,勉强在一起结果还是分开可惜了 
13764,为什么这次没有人骂他 
13765,哎 
13766,不管怎样，希望你以后更好，我们还是一直在你身后 
13767,各自安好吧 
13768,我不相信爱情已经很久了 
13769,以前是马伊琍给你资源，你俩离了你更玩了 
13770,既然离了，就专心拍戏吧，期待你的好作品，就喜欢你的戏 
13771,说这话好贱呀感觉  就这样了还说依然亲情守候 人家稀罕你的亲情吗 真是的 
13772,huawei才是真正的贏家！ 
13773,回复@Zz张小佳Zz:即使修理以后疮疤太多，一世要扮失忆症吗 
13774,求文章复出，文章过后，再也没有好看的电视剧了。怀念啊。 
13775,加油就对了，人生还长～ 
13776,哈哈 
13777,回复@有梦想谁都了不起2000:人品有问题，大家不买账 
13778,跟我的前半生一样 
13779,终是破镜再难重圆了 
13780,人生就像演戏，何必认真。 
13781,祝各自安好 
13782,支持你 
13783,喜欢你那么多年，以后请好好演戏吧，你的作品必看 
13784,独行独坐，独唱独酬还独卧… 不懂婚姻是什么？ 回到原子 爱惜自己！ 
13785,出来演戏吧，超想看你的剧 
13786,希望你振作，你真的是一位超级超级好的演员 
13787,余生漫漫 一别两宽 
13788,amazing 
13789,勉强不得幸福，且行且珍惜 
13790,不做恋人 不做爱人 只做孩子的爸妈 
13791,蒙牛
13792,你当初就应该坚决点，为了掩盖欺骗自己的感情，你看看陈赫，现在多幸福，为了掩盖错误，又进行了另外一个错误……希望你们余生都安好 
13793,当亲人的好 
13794,回复@goodvibesonly0802:有毒 
13795,好好的，等你剧 
13796,回复@Liang乐多:就俩 
13797,为什么 
13798,文章还是比马伊琍人气高呀 
13799,周卫国把竹下俊手刃在自己的刀下，不知道周卫国难过了多久 
13800,如果没有那个她，也许还会有别的她，原来那么难啊 
13801,早就离了吧 
13802,好， 
13803,为啥非要走到这一步？爱她还伤害她？ 
13804,这样对大家都好 
13805,下一个估计就是刘强东奶茶了吧 
13806,好聚好散，各自安好！ 
13807,哎哎哎 
13808,且散且珍惜 
13809,感觉这是为了复出的战略。 
13810,各自安好吧 
13811,都有追求幸福的权利，冰冻三尺也非一日之寒，希望你们各自幸福，不要过段时间爆出来你和yd复合了，才是巨大的阴谋。 
13812,各自安好 对彼此都好 
13813,好好的 
13814,真的不知道该说什么，最喜欢的男演员，各自安好吧 
13815,回复@小猪宝宝what:@文章同學 
13816,6 
13817,吾爱蒙牛，每日一杯，相随终身。余生漫漫，早餐最佳搭档。 
13818,新浪程序猿网络工作者没有个周末 
13819,这些年假惺惺的也是终于到头儿了 
13820,其实无论结果怎样 一起走过努力过幸福过 才最重要不是吗。 
13821,各自安好便好，都不容易，感情本不是三言两语说得清的 
13822,会不会回去找姚迪呢？ 
13823,此情有憾，然无对错。。。 
13824,余生平安顺遂 
13825,选择不难，永于面对才难！加油文章！ 
13826,第一反应是  终于离了！ 
13827,依旧支持 加油 
13828,没良心的！ 
13829,各自安好。 
13830,皆大欢喜 互不打扰 
13831,至少你们两个用的都是华为！ 
13832,回复@电動马达哟:哎，过去这么多年了，我还以为放下了，现在看来，破镜终难重圆 
13833,记得初中的时候因为裸婚时代先粉儿上了你 然后粉上了你和yd在剧中的角色 刚开始以为是cp呢 后来查了资料是你和myl早就结婚了 便去查了myl的资料 而后越来越喜欢她。 这是你们的家事 我也就当个吃瓜群众 但是希望你们都好 
